Bsku,c_Desc,unit,buyer
80579,POSNER LIP MAUVE MS BULK 28153,.79,JODI SULLIVAN
80581,POSNER CRM-2-PWD MU ALMN#48011,1.02,JODI SULLIVAN
80582,POSNER CRM-2-PWD MU COFF#48017,1.02,JODI SULLIVAN
80583,POSNER CRM-2-PWD MU COPR#48012,1.02,JODI SULLIVAN
80584,POSNER CRM-2-PWD MU BEIG#48018,1.02,JODI SULLIVAN
80585,POSNER CRM-2-PWD MU TNDR#48016,1.02,JODI SULLIVAN
80586,POSNER CRM-2-PWD MU BRWN#48014,1.02,JODI SULLIVAN
80587,POSNER CRM-2-PWD MU BRNZ#48015,1.02,JODI SULLIVAN
80588,POSNER CRM-2-PWD MU TAN #48013,1.02,JODI SULLIVAN
80589,POSNER CRM-2-PWD MU CAFE#48019,1.02,JODI SULLIVAN
80590,POSNER CRM-2-PWD MU MOCH#48020,1.02,JODI SULLIVAN
80594,*POSNER FACE IT LIQ M/U  24pcs,.00,JODI SULLIVAN
80599,*POSNER TEMPTRESS LIP/EYE24pcs,.00,JODI SULLIVAN
80602,*POSNER LIP PENCIL CLPSTR12pcs,.00,JODI SULLIVAN
80605,*POSNER RENDEZVOUS PPK36pieces,.00,JODI SULLIVAN
80606,*POSNER TWO FACED PREPACK18pcs,.00,JODI SULLIVAN
80607,*POSNER BEAUTY BOX PREPK 12pcs,.00,JODI SULLIVAN
80608,*POSNER FIRE & DESIRE PPK27pcs,.00,JODI SULLIVAN
80609,*POSNER SEDUCTION #22160 24pcs,.00,JODI SULLIVAN
80610,*POSNER ALL ABOUT SHINE  18pcs,8.75,JODI SULLIVAN
80611,*POSNER MIRAGE LIP&FACE  24pcs,.00,JODI SULLIVAN
80612,*POSNER PROVOCATIVE PEARL18pcs,.00,JODI SULLIVAN
80613,*POSNER DEFINE & SHINE   18pcs,.00,JODI SULLIVAN
80614,*POSNER LIP KIT #22318   14pcs,.00,JODI SULLIVAN
80616,*POSNER BLACK TIE LIPS   12pcs,.00,JODI SULLIVAN
80617,*POSNER LUSCIOUS LIP PPK 12pcs,.00,JODI SULLIVAN
80618,*POSNER CURVE AHEAD PPK  12pcs,.00,JODI SULLIVAN
80619,*POSNER LIPSTICK SLICK   12pcs,.60,JODI SULLIVAN
80620,POSNER LIP CHAMPAGN BULK 28200,.79,JODI SULLIVAN
80622,POSNER LIP BRWN SUG BULK 28201,.79,JODI SULLIVAN
80624,POSNER LIP COPPER   BULK 28202,.79,JODI SULLIVAN
80626,POSNER LIP FLAME    BULK 28203,.79,JODI SULLIVAN
80628,POSNER LIP BRANDY   BULK 28204,.79,JODI SULLIVAN
80630,POSNER LIP SANGRIA  BULK 28205,.79,JODI SULLIVAN
80632,POSNER LIP GLAM     BULK 28206,.79,JODI SULLIVAN
80634,POSNER LIP SULTRY   BULK 28207,.79,JODI SULLIVAN
80636,POSNER LIP SCANDAL  BULK 28208,.79,JODI SULLIVAN
80638,POSNER LIP BLACK CR BULK 28209,.79,JODI SULLIVAN
80639,*POSNER COVR FD FND DISPL 12pc,.00,JODI SULLIVAN
80640,POSNER COVR FD FND FAIR #40220,.00,JODI SULLIVAN
80641,POSNER COVR FD FND LIGHT#40221,.00,JODI SULLIVAN
80642,POSNER COVR FD FND LT/MD#40222,.00,JODI SULLIVAN
80643,POSNER COVR FD FND MEDM #40223,.00,JODI SULLIVAN
80644,POSNER COVR FD FND M/DP #40224,.00,JODI SULLIVAN
80645,POSNER COVR FD FND DEEP #40225,.00,JODI SULLIVAN
80646,POSNER LIP DIVA         #28157,.00,JODI SULLIVAN
80647,POSNER LIP NATURAL GLOW #28210,.00,JODI SULLIVAN
80648,POSNER LIP RUBY         #28211,.00,JODI SULLIVAN
80649,POSNER LIP LUSCIOUS BRY #28212,.00,JODI SULLIVAN
80650,POSNER FIN LOS PWD SHEER#56100,1.75,JODI SULLIVAN
80652,POSNER FIN LOS PWD MEDM #56101,1.75,JODI SULLIVAN
80653,POSNER COVER DUO LL/MED  41201,1.00,JODI SULLIVAN
80654,POSNER COVER DUO   LT/MD 41202,1.00,JODI SULLIVAN
80655,POSNER COVER DUO   MM/DP 41203,1.00,JODI SULLIVAN
80656,POSNER COVER DUO   M/DP  41204,1.00,JODI SULLIVAN
80660,POSNER SHN GLOSS CREME  #39123,.60,JODI SULLIVAN
80662,POSNER SHN GLOSS PINK   #39124,.60,JODI SULLIVAN
80664,POSNER SHN GLOSS TOFFEE #39125,.60,JODI SULLIVAN
80666,POSNER SHN GLOSS GINGER #39126,.60,JODI SULLIVAN
80668,POSNER SHN GLOSS ORCHID #39127,.60,JODI SULLIVAN
80670,POSNER SHN GLOSS VELVET #39128,.60,JODI SULLIVAN
80680,POSNER LIP PEN CHST BULK 27009,.35,JODI SULLIVAN
80682,POSNER LIP PEN WALN BULK 27008,.35,JODI SULLIVAN
80684,POSNER LIP PEN BLCK BULK 27007,.35,JODI SULLIVAN
80690,POSNER EYEPEN BLACK BULK 27104,.00,JODI SULLIVAN
80700,POSNER LIP BRANDY       #38204,.79,JODI SULLIVAN
80702,POSNER LIP SANGRIA      #38205,.79,JODI SULLIVAN
80704,POSNER LIP GLAM         #38206,.79,JODI SULLIVAN
80706,POSNER LIP SULTRY       #38207,.79,JODI SULLIVAN
80708,POSNER LIP SCANDAL      #38208,.79,JODI SULLIVAN
80710,POSNER LIP BLK CURRANT  #38209,.79,JODI SULLIVAN
80740,POSNER LIP PEN CHESTNUT #37009,.35,JODI SULLIVAN
80742,POSNER LIP PEN WALNUT   #37008,.35,JODI SULLIVAN
80744,POSNER LIP PEN BLACKBERY#37007,.35,JODI SULLIVAN
80748,POSNER EYEPEN SOFT BLACK#37104,.00,JODI SULLIVAN
80750,POSNER EYESHD QUAD CHOCO#45001,.60,JODI SULLIVAN
80752,POSNER EYESHD QUAD TERRA#45002,.60,JODI SULLIVAN
80753,POSNER EYESHD QUAD AUBER#45003,.60,JODI SULLIVAN
80760,POSNER LNR DUO BLACKBRY #40011,.60,JODI SULLIVAN
80762,POSNER LNR DUO CHESTNUT #40012,.60,JODI SULLIVAN
80764,POSNER LNR DUO SUGAR PLM#40013,.60,JODI SULLIVAN
80766,POSNER LNR DUO RAISIN BR#40014,.60,JODI SULLIVAN
80768,POSNER LNR DUO WALNUT   #40015,.60,JODI SULLIVAN
80770,POSNER LNR DUO TWIG     #40016,.60,JODI SULLIVAN
80772,POSNER LNR DUO MOCHA    #40017,.60,JODI SULLIVAN
80814,*POSNER COVER CREME DISP 12pcs,.00,JODI SULLIVAN
80818,POSNER COVER CRM FAIR   #40200,.90,JODI SULLIVAN
80820,POSNER COVER CRM LIGHT  #40201,.90,JODI SULLIVAN
80822,POSNER COVER CRM LT/MED #40202,.90,JODI SULLIVAN
80824,POSNER COVER CRM MEDIUM #40203,.90,JODI SULLIVAN
80826,POSNER COVER CRM MD/DEEP#40204,.90,JODI SULLIVAN
80828,POSNER COVER CRM DEEP   #40205,.90,JODI SULLIVAN
80840,POSNER COVER STK FAIR   #43300,1.00,JODI SULLIVAN
80842,POSNER COVER STK LIGHT  #43301,1.00,JODI SULLIVAN
80844,POSNER COVER STK LT/MED #43302,1.00,JODI SULLIVAN
80846,POSNER COVER STK MEDIUM #43303,1.00,JODI SULLIVAN
80848,POSNER COVER STK MD/DEEP#43304,1.00,JODI SULLIVAN
80850,POSNER COVER STK DEEP   #43305,1.00,JODI SULLIVAN
80900,POSNER LIP DUO NAUGHTY  #38135,.60,JODI SULLIVAN
80901,POSNER LIP DUO NICE     #38136,.60,JODI SULLIVAN
80902,POSNER EYE DUO NAUGHTY  #38137,.60,JODI SULLIVAN
80903,POSNER EYE DUO NICE     #38138,.60,JODI SULLIVAN
80904,POSNER LNR DUO NAUGHTY  #38139,.60,JODI SULLIVAN
80905,POSNER LNR DUO NICE     #38140,.60,JODI SULLIVAN
80906,POSNER SHIMR EYE DIVA   #36100,.00,JODI SULLIVAN
80907,POSNER SHIMR EYE DRAMA  #36101,.00,JODI SULLIVAN
80908,POSNER SHIMR EYE DESTINY#36102,.00,JODI SULLIVAN
80909,POSNER SHNGLS PINK  BULK 29124,.60,JODI SULLIVAN
80912,POSNER SHNGLS GINGR BULK 29126,.60,JODI SULLIVAN
80913,POSNER SHNGLS VELVT BULK 29128,.60,JODI SULLIVAN
80915,POSNER SHM STK SAND BULK 39105,1.06,JODI SULLIVAN
80916,POSNER SHM STK DSRT BULK 39106,1.06,JODI SULLIVAN
80917,POSNER BRNZR DUNE   BULK 39107,1.02,JODI SULLIVAN
80918,POSNER BRNZR OASIS  BULK 39108,1.02,JODI SULLIVAN
80919,POSNER LIP SAHARA   BULK 39280,.60,JODI SULLIVAN
80920,POSNER LIP BLANCA   BULK 39281,.60,JODI SULLIVAN
80921,POSNER LIP MYSTERY  BULK 39282,.60,JODI SULLIVAN
80922,POSNER LIP EXOTIC   BULK 39283,.60,JODI SULLIVAN
80923,POSNER LIP ENCHANTR BULK 01201,.90,JODI SULLIVAN
80924,POSNER LIP JEZEBEL  BULK 01202,.90,JODI SULLIVAN
80925,POSNER LIP ISIS     BULK 01203,.90,JODI SULLIVAN
80926,POSNER LIP SIREN    BULK 01204,.90,JODI SULLIVAN
80927,POSNER LIP GODDESS  BULK 01205,.90,JODI SULLIVAN
80928,POSNER LIP VENUS    BULK 01206,.90,JODI SULLIVAN
80929,POSNER LIQ GLS GOLD BULK 01234,1.02,JODI SULLIVAN
80930,POSNER LIQ GLS RUM  BULK 01235,1.02,JODI SULLIVAN
80931,POSNER LIP GLZ GALA BULK 01241,.60,JODI SULLIVAN
80932,POSNER LIP GLZ RSVP BULK 01242,.60,JODI SULLIVAN
80933,POSNER LIP GLZ AFTR BULK 01243,.60,JODI SULLIVAN
80934,POSNER LIP GLZ LIMO BULK 01244,.60,JODI SULLIVAN
80935,POSNER LIP KIT HOT CHOCO#01236,.00,JODI SULLIVAN
80936,POSNER LIP KIT WLD BERRY#01237,.00,JODI SULLIVAN
80937,POSNER LUSC LIP SCARLET #01207,1.06,JODI SULLIVAN
80938,POSNER LUSC LIP GODIVA  #01208,1.06,JODI SULLIVAN
80939,POSNER LIQ GLS WAVE BULK 01209,1.02,JODI SULLIVAN
80940,POSNER LIQ GLS SWSH BULK 01210,1.02,JODI SULLIVAN
80941,POSNER LIQ GLS SPIN BULK 01211,1.02,JODI SULLIVAN
80942,POSNER LIQ GLS SWRV BULK 01212,1.02,JODI SULLIVAN
80943,POSNER EYE DUO FIG8 BULK 01213,1.02,JODI SULLIVAN
80944,POSNER EYE DUO HOUR BULK 01214,1.02,JODI SULLIVAN
80945,POSNER LIP SLICK JEOPRDY#01215,.60,JODI SULLIVAN
80946,POSNER LIP SLICK TANGO  #01216,.60,JODI SULLIVAN
80947,POSNER LIP SLICK PERSNLT#01217,.60,JODI SULLIVAN
80948,POSNER LIP SLICK NIGHT  #01218,.60,JODI SULLIVAN
80950,POSNER LIP GYPSY ROSE   #01219,.60,JODI SULLIVAN
80951,POSNER LIP WILD ROSE    #01220,.60,JODI SULLIVAN
80952,POSNER LIP HONEY ROSE   #01221,.60,JODI SULLIVAN
80953,POSNER LIP RAGING ROSE  #01222,.60,JODI SULLIVAN
80955,POSNER CAFE COLLCT MOCHA 01245,1.02,JODI SULLIVAN
80956,POSNER CAFE COLLCT LATTE 01246,1.02,JODI SULLIVAN
80957,POSNER COLOR KIT        #01223,.00,JODI SULLIVAN
80958,POSNER LIPGLOSS PAPARAZI 01247,1.02,JODI SULLIVAN
80959,POSNER LIPGLOSS LADY     01248,1.02,JODI SULLIVAN
80960,POSNER LIPGLOSS BRAVO    01249,1.02,JODI SULLIVAN
80961,POSNER LIPGLOSS ENCORE   01250,1.02,JODI SULLIVAN
81015,POSNER LIGHT BERGAMOT       4z,.00,JODI SULLIVAN
81022,POSNER BERGAMOT ORIGINAL   14z,.00,JODI SULLIVAN
81099,POSNER HAIRCARE EMPTY  DISPLAY,10.00,JODI SULLIVAN
81102,PHATHEAD REPAIR&PURIFY SHAM12z,2.25,CAROL SANCHEZ
81104,PHATHEAD REPAIR&PURIFY COND12z,.00,CAROL SANCHEZ
81106,PHATHEAD ULTRA MOIST SHAMP 12z,2.25,CAROL SANCHEZ
81108,PHATHEAD ULTRA MOIST CONDNR12z,2.25,CAROL SANCHEZ
81110,PHATHEAD CURL DEFINE GEL    8z,3.65,CAROL SANCHEZ
81112,PHATHEAD CONDITION HAIRDRESS8z,3.65,CAROL SANCHEZ
81114,PHATHEAD NOMIX CRM RELAX SUPER,4.63,CAROL SANCHEZ
81116,PHATHEAD NOMIX CRM RELAX   MED,4.63,CAROL SANCHEZ
81118,PHATHEAD NOMIX CRM RELAX  MILD,4.63,CAROL SANCHEZ
81205,NOURITRESS HR VITAMIN PLUS30ct,2.00,CAROL SANCHEZ
81207,NOURITRESS STIM SCALP SHAMP 8z,1.75,CAROL SANCHEZ
81209,NOURITRESS VITAMIN CONDITION8z,1.75,CAROL SANCHEZ
81211,NOURITRESS PROTEIN CONDITION8z,1.75,CAROL SANCHEZ
81213,NOURITRESS FOLLICLE THERAPY 2z,1.50,CAROL SANCHEZ
81215,NOURITRESS SHEA BTR MOIST 5.5z,2.75,CAROL SANCHEZ
81299,*DIAMBND/TRANS NAT/LACE-IT PPK,.00,DAVID KEER
81305,DIAM BOND PROT SHIELD TRANSP2z,1.28,DAVID KEER
81307,DIAM BOND PROT SHIELD TRANSP8z,1.89,DAVID KEER
81310,DIAM BOND PROT SHIELD KHARKL2z,1.28,DAVID KEER
81312,DIAM BOND PROT SHIELD KHARKL8z,1.89,DAVID KEER
81315,DIAM BOND BEFORE&AFTER SHAMP8z,1.89,DAVID KEER
81318,DIAM BOND COND SHIELD REMOVR8z,1.89,DAVID KEER
81321,DIAM BOND PROT ADHESV BONDER2z,1.28,DAVID KEER
81400,POSNER PRES PWD COCOA   #54116,.00,JODI SULLIVAN
81401,POSNER PRES PWD COPR TAN#54112,.00,JODI SULLIVAN
81402,POSNER PRES PWD FRNC TST#54123,.00,JODI SULLIVAN
81403,POSNER PRES PWD FRSH ACT#54121,.00,JODI SULLIVAN
81404,POSNER PRES PWD GLD BRNZ#54114,.00,JODI SULLIVAN
81405,POSNER PRES PWD NUT BRWN#54115,.00,JODI SULLIVAN
81406,POSNER PRES PWD SOFT HNY#54122,.00,JODI SULLIVAN
81407,POSNER PRES PWD TNDR TAN#54118,.00,JODI SULLIVAN
81408,POSNER PRES PWD HNY BEIG#54124,.00,JODI SULLIVAN
81409,POSNER PRES PWD TOFFEE  #54125,.00,JODI SULLIVAN
81414,POSNER WATER MU HNY BEIG#41132,.00,JODI SULLIVAN
81415,POSNER WATER MU TOFFEE  #41133,.00,JODI SULLIVAN
81418,POSNER WATER MU CPR SAND#41124,.00,JODI SULLIVAN
81422,POSNER WATER MU GLD BRNZ#41121,.00,JODI SULLIVAN
81423,POSNER WATER MU NUT BRWN#41122,.00,JODI SULLIVAN
81424,POSNER WATER MU TNDR TAN#41127,.00,JODI SULLIVAN
81430,POSNER LIP GLOSS CIDER  #39114,.00,JODI SULLIVAN
81434,POSNER MAX COV PWD LIGHT#57001,.00,JODI SULLIVAN
81435,POSNER MAX COV PWD LTMED#57002,.00,JODI SULLIVAN
81436,POSNER MAX COV PWD MED  #57003,.00,JODI SULLIVAN
81437,POSNER MAX COV PWD DEEP #57004,.00,JODI SULLIVAN
81442,POSNER LIP ALL NIGHT RED#40001,.00,JODI SULLIVAN
81444,POSNER LIP BLCKBRY WINE #40003,.00,JODI SULLIVAN
81446,POSNER LIP COGNAC       #40005,.00,JODI SULLIVAN
81447,POSNER LIP BRONZE SHIMM #39735,.81,JODI SULLIVAN
81448,POSNER LIP CHOCOLATE    #39734,.81,JODI SULLIVAN
81449,POSNER LIP NUDE SHIMMER #39736,.81,JODI SULLIVAN
81450,POSNER LIP SPICE        #39737,.81,JODI SULLIVAN
81451,POSNER LIP PRINCESS PRPL#40010,.00,JODI SULLIVAN
81453,POSNER LIP BERRY RED    #39738,.81,JODI SULLIVAN
81457,POSNER OIL FR MU HNYBEIG#41191,.00,JODI SULLIVAN
81461,POSNER OIL FR MU COCOA  #41184,.00,JODI SULLIVAN
81462,POSNER OIL FR MU GLDBRNZ#41185,.00,JODI SULLIVAN
81463,POSNER OIL FR MU NUT BRN#41182,.00,JODI SULLIVAN
81465,POSNER OIL FR MU TND TAN#41183,.00,JODI SULLIVAN
81466,POSNER OIL FR MU TST ALM#41180,.00,JODI SULLIVAN
81467,POSNER OIL FR MU BARETAN#41181,.00,JODI SULLIVAN
81468,POSNER LIP GOLD SHIMMER #39701,.00,JODI SULLIVAN
81469,POSNER LIP FIERY SUNSET #39702,.00,JODI SULLIVAN
81470,POSNER LIP REAL RED     #39703,.00,JODI SULLIVAN
81471,POSNER LIP RADIANT IRIS #39704,.00,JODI SULLIVAN
81472,POSNER LIP MAT CHESTNUT #39705,.00,JODI SULLIVAN
81473,POSNER LIP PASSION MAUVE#39706,.00,JODI SULLIVAN
81474,POSNER LIP ICED PLUM    #39707,.00,JODI SULLIVAN
81475,POSNER LIP METALLIC ROSE#39708,.00,JODI SULLIVAN
81477,POSNER LIP BURGND VELVET#39345,.00,JODI SULLIVAN
81478,POSNER LIP PURE GOLD    #39713,.922,JODI SULLIVAN
81479,POSNER LIP BLST OFF BURG#39286,.00,JODI SULLIVAN
81480,POSNER LIP BURNT ORANGE #39320,.00,JODI SULLIVAN
81481,POSNER LIP MAGENTA      #39718,.797,JODI SULLIVAN
81483,POSNER LIP CONCERT RED  #39327,.00,JODI SULLIVAN
81485,POSNER LIP GET DOWN BRWN#39284,.00,JODI SULLIVAN
81487,POSNER LIP HIGH KICK WIN#39285,.00,JODI SULLIVAN
81488,POSNER LIP IVRY MAHOGANY#39306,.00,JODI SULLIVAN
81489,POSNER LIP KISSING WINE #39308,.00,JODI SULLIVAN
81491,POSNER LIP PRTY TIME PLM#39304,.00,JODI SULLIVAN
81492,POSNER LIP PLUM SIZZLE  #39305,.00,JODI SULLIVAN
81493,POSNER LIP PURPLE FLAME #39289,.00,JODI SULLIVAN
81495,POSNER LIP REGAL RUBY   #39709,.00,JODI SULLIVAN
81496,POSNER LIP SPARK CIDER  #39722,.797,JODI SULLIVAN
81497,POSNER LIP RICH CINNAMON#39723,.797,JODI SULLIVAN
81498,POSNER LIP WILD CHERRY  #39330,.00,JODI SULLIVAN
81501,POSNER LIP FINE WINE    #50002,.00,JODI SULLIVAN
81502,POSNER LIP GOLD APRICOT #39724,.797,JODI SULLIVAN
81507,POSNER TRAN PRS PWD LGHT#54501,.00,JODI SULLIVAN
81508,POSNER TRAN PRS PWD MEDM#54502,.00,JODI SULLIVAN
81509,POSNER TRAN PRS PWD DEEP#54503,.00,JODI SULLIVAN
81511,POSNER EYESHDW SAHAR NAT#44101,.00,JODI SULLIVAN
81514,POSNER EYEPNCL ESPRESSO #44007,.00,JODI SULLIVAN
81516,POSNER EYEPNCL MIDNT BLK#44005,.00,JODI SULLIVAN
81521,POSNER TRAN LOS PWD LGHT#56001,.00,JODI SULLIVAN
81522,POSNER TRAN LOS PWD MEDM#56002,.00,JODI SULLIVAN
81523,POSNER TRAN LOS PWD DEEP#56003,.00,JODI SULLIVAN
81532,POSNER BLUSH CLAS BRGNDY#55411,.00,JODI SULLIVAN
81581,POSNER CRM-2-PWD MU ALMN#47011,.00,JODI SULLIVAN
81583,POSNER CRM-2-PWD MU COPR#47012,.00,JODI SULLIVAN
81584,POSNER CRM-2-PWD MU BEIG#47018,.00,JODI SULLIVAN
81585,POSNER CRM-2-PWD MU TAN #47013,.8906,JODI SULLIVAN
81586,POSNER CRM-2-PWD MU BRWN#47014,.00,JODI SULLIVAN
81588,POSNER CRM-2-PWD MU TNDR#47016,.00,JODI SULLIVAN
81603,POSNER BERGAMOT           3.5z,2.19,DAVID KEER
81605,POSNER BERGAMOT          12.5z,3.421,DAVID KEER
81606,POSNER COCONUT OIL COND.  3.5z,2.38,DAVID KEER
81607,POSNER COCONUT OIL COND.    7z,2.88,DAVID KEER
81611,POSNER COCONUT OIL   3.5z+3.5z,2.87,DAVID KEER
81614,POSNER STYLING GEL REGULAR  8z,2.885,DAVID KEER
81617,POSNER STYLING GEL SUPER    8z,.00,DAVID KEER
81622,POSNER EASY WAVE ORIGINAL   4z,2.88,DAVID KEER
81623,POSNER EASY WAVE CARROT OIL 4z,2.90,DAVID KEER
81624,POSNER EASY WAVE T-TREE OIL 4z,2.90,DAVID KEER
81626,POSNER LIGHT TOUCH HR&SCALP 4z,2.335,DAVID KEER
81629,POSNER CURL ACT. GEL EX DRY24z,4.83,DAVID KEER
81654,POSNER REJUVATONE BLACK     2z,.00,DAVID KEER
81656,POSNER REJUVATONE JET BLACK 2z,.00,DAVID KEER
81660,POSNER REJUVATONE BLUE BLACK4z,1.141,DAVID KEER
81663,POSNER REJUVATONE JET BLACK 4z,1.141,DAVID KEER
81671,SOFTSHEEN REJUVATONE BLACK  3z,1.19,DAVID KEER
81672,SOFTSHEEN REJUVATONE BLUEBLK3z,1.19,DAVID KEER
81673,SOFTSHEEN REJUVATONE JETBLK 3z,1.19,DAVID KEER
81674,SOFTSHEEN REJUVATONE MAHOGA 3z,1.19,DAVID KEER
81675,SOFTSHEEN REJUVATONE BURGUN 3z,1.19,DAVID KEER
81676,SOFTSHEEN REJUVATONE COPPER 3z,1.19,DAVID KEER
81677,SOFTSHEEN REJUVATONE WARMBRW3z,1.19,DAVID KEER
81678,SOFTSHEEN REJUVATONE DARKBRW3z,1.19,DAVID KEER
81690,BLUE VELVET BERGAMOT     12.5z,3.44,DAVID KEER
81692,BLUE VELVET HAIR CONDITN 12.5z,3.44,DAVID KEER
81693,BLUE VELVET HAIR FOOD    12.5z,3.375,DAVID KEER
81694,BLUE VELVET COCONUT HR CD12.5z,3.44,DAVID KEER
81700,DON'T-B-BALD HAIR & SCALP   2z,2.345,LISA MOLUSIS
81701,DON'T-B-BALD HAIR & SCALP   4z,.00,LISA MOLUSIS
81712,DON'T-B-BALD OINTMENT DRESS 2z,.00,LISA MOLUSIS
81713,DON'T-B-BALD OINTMENT DRESS 4z,.00,LISA MOLUSIS
81715,DON'T-B-BALD CRM NOURISH    2z,.00,LISA MOLUSIS
81716,DON'T-B-BALD CRM NOURISH    4z,.00,LISA MOLUSIS
81720,DON'T-B-BALD HERBAL         2z,2.345,LISA MOLUSIS
81721,DON'T-B-BALD HERBAL         4z,.00,LISA MOLUSIS
81725,DON'T-B-BALD TEMPLE         2z,2.345,LISA MOLUSIS
81726,DON'T-B-BALD TEMPLE         4z,.00,LISA MOLUSIS
81730,DON'T-B-BALD MINK OIL       2z,2.345,LISA MOLUSIS
81731,DON'T-B-BALD MINK OIL       4z,.00,LISA MOLUSIS
81780,NICE&CURLY CURL ME UP       6z,2.86,DAVID KEER
81782,NICE&CURLY WINDING DOWN     6z,2.86,DAVID KEER
81784,NICE&CURLY FORGET ME NOT    8z,1.90,DAVID KEER
81786,NICE&CURLY 3in1 DETANGLER   8z,1.90,DAVID KEER
81788,NICE&CURLY SAME DAY REPAIR  6z,2.86,DAVID KEER
81790,NICE&CURLY STRETCH IT STRGHT6z,2.86,DAVID KEER
81805,*GROGANICS INT SCALP1.75z12pcs,4.85,DAVID KEER
81807,GROGANICS TOPCL SCLP TRT MLD6z,2.88,DAVID KEER
81810,GROGANICS TOPICAL SCALP TRT 6z,2.90,DAVID KEER
81813,GROGANICS LIQUID SCRATCH TRT8z,2.26,DAVID KEER
81816,GROGANICS DEEP SCALP SHAMPOO8z,2.26,DAVID KEER
81819,GROGANICS DEEP SCALP CONDTNR8z,2.26,DAVID KEER
81821,GROGANICS TOPICAL SCALP GEL 6z,2.90,DAVID KEER
81824,GROGANICS ON THE SPOT DROPS 4z,1.83,DAVID KEER
81827,GROGANICS HAIR VITAMINS   30ct,1.95,DAVID KEER
81830,GROGANICS HAIR GRO-N-WILD   6z,.00,DAVID KEER
81833,GROGANICS HEAD FULL-OF-HAIR 6z,2.874,DAVID KEER
81836,GROGANICS MEDIGRO ICE OIL   4z,2.26,DAVID KEER
81839,GROGANICS MOLECUL ROOT LIFTR4z,2.26,DAVID KEER
81842,GROGANICS GROTIVATOR        8z,2.26,DAVID KEER
81845,GROGANICS GROWTHICK FAT SHAM8z,2.26,DAVID KEER
81848,GROGANICS FEATHER LITE COND 8z,2.25,DAVID KEER
81852,GROGANICS REVITA-EDGE TRTMNT4z,3.632,DAVID KEER
81860,III SISTERS CURLING GELO    8z,.00,DAVID KEER
81862,III SISTERS SPIRAL PUDDING  8z,.00,DAVID KEER
81864,III SISTERS SULF FREE SHAMP10z,.00,DAVID KEER
81866,III SISTERS LEAVE-IN CONDTN10z,.00,DAVID KEER
81880,LOVE BABY KEEP DRY MOISTURZR8z,3.65,DAVID KEER
81882,LOVE BABY PETROLEUM FREE MST8z,3.65,DAVID KEER
81884,LOVE BABY NO CRY DETANGLER 12z,2.23,DAVID KEER
81886,LOVE BABY GENTLE CRM HAIRDRS8z,3.65,DAVID KEER
81901,JAM.MANG&LM NAT COIL CRM PUD6z,2.86,DAVID KEER
81903,JAM.MANG&LM NAT COIFF CNTRL10z,2.89,DAVID KEER
81905,JAM.MANG&LM NAT COMBIT KNOT10z,2.01,DAVID KEER
81907,JAM.MANG&LM NAT DETANGL SPR10z,2.01,DAVID KEER
81909,JAM.MANG&LM NAT SPRING GEL  6z,2.86,DAVID KEER
81911,JAM.MANG&LM NAT NOMORE RELAX6z,2.86,DAVID KEER
81913,JAM.MANG&LM NAT DETANGL SHM10z,2.01,DAVID KEER
81915,JAM.MANG&LM NAT SEALING CND10z,2.01,DAVID KEER
81918,JAM.MANG&LM NOMORE RLX SERUM4z,2.00,DAVID KEER
81919,JAM.MANG&LM NOMORE RLX SOLTN4z,2.03,DAVID KEER
81920,JML PURE NAT LEAVE COND&DET 8z,1.98,DAVID KEER
81922,JAM.MANG&LM BLAX BLACK WAX  6z,2.90,DAVID KEER
81923,JML PURE NAT COND MOIST MIST8z,1.98,DAVID KEER
81924,JAM.MANG&LM CACTUS OIL      4z,1.95,DAVID KEER
81925,JML PURE NAT BUTTER CREME  12z,3.69,DAVID KEER
81926,JAM.MANG&LM CACTUS LEAVE IN 8z,1.90,DAVID KEER
81927,JML PURE NAT CRM HAIR LOT   8z,1.83,DAVID KEER
81928,JAM.MANG&LM CACTUS GRO      6z,1.91,DAVID KEER
81929,JML PURE NAT CREME MASQUE  12z,3.70,DAVID KEER
81930,JAM.MANG&LM CACTUS SERUM    4z,2.89,DAVID KEER
81931,JML PURE NAT HONEY SHAMPOO  8z,1.95,DAVID KEER
81932,JAM.MANG&LM RESIST LOCK GEL 6z,2.89,DAVID KEER
81933,JAM.MANG&LM RESIST LOCK GEL16z,3.64,DAVID KEER
81934,JML PN BUTTER CR12z/CURLGEL12z,.00,DAVID KEER
81935,JAM MANGO&LM RES LOCK GEL6z+2z,.00,DAVID KEER
81936,JAM.MANG&LM LOCK&SET LOTION 8z,2.89,DAVID KEER
81937,JML PURE NAT RENEW SERUM    4z,1.56,DAVID KEER
81938,JAM.MANG&LM SPROIL SPRAY    6z,1.74,DAVID KEER
81939,*JML PURE NATURALS DISP   21pc,.00,DAVID KEER
81940,JAM.MANG&LM REG LOCKING GEL 6z,2.89,DAVID KEER
81941,JAM.MANG&LM REG LOCKING GEL16z,3.64,DAVID KEER
81942,JAM.MANG&LM ISLAND OIL      8z,1.90,DAVID KEER
81943,JAM MANGO&LM REG LOCK GEL6z+2z,.00,DAVID KEER
81944,JAM.MANG&LM NO ITCH GRO SPR 8z,1.90,DAVID KEER
81945,JAM.MANG&LM NO ITCH GRO SPR16z,2.48,DAVID KEER
81946,JAM.MANG&LM LOCK GRO        6z,2.89,DAVID KEER
